1990,sales (MwH),revenue ($1000)
"Southwest Tennessee E M C",968485.0,97612.0
"Southwestern Electric Power Co",16086255.0,992656.0
"Southwestern Public Service Co",18026529.0,1046588.0
"Strawberry Electric Serv Dist",47104.093,4984.424
"Superior Water, Light and Power Co",643696.929,38828.769
"Surprise Valley Electrification Corp.",127716.597,8330.933
"TDX North Slope Generating Co",48731.0,6763.0
"Tacoma, City of",4825198.195,271972.239
"Tampa Electric Co",18774790.698,2185915.396
"Tennessee Valley Authority",30206804.0,1394902.0
"The Narragansett Electric Co",5239647.585,758277.278
"The Potomac Edison Co",6201162.462,588819.125
"The Potomac Edison Company",4251837.465,398329.508
"The Toledo Edison Co",7815831.014,731977.489
"Total EPM",7193590284.0,706578538.0
"Town of Madison (ME)",28083.979,3934.549
"Trico Electric Cooperative Inc",632529.0,86860.0
"Tucson Electric Power Co",9370747.0,842073.0
"Tupelo City of",639931.0,52551.0
"Turlock Irrigation District",2003862.0,241478.0
"UGI Utilities, Inc",949047.0,126958.0
"UNS Electric, Inc",1784404.0,173799.0
"USBIA-Mission Valley Power",358215.0,20508.0
"Union Electric Co",35098294.0,2191457.0
"Union Light, Heat & Power Co",983604.0,77458.0
"Union Power Co",16488.047,1616.314
"United Illuminating Co",2651826.0,586908.0
"United Power, Inc",1178562.395,123724.772
"Unitil Energy Systems",883890.0,135671.0
"Upper Cumberland E M C",922183.0,92889.0
"Upper Peninsula Power Co",826853.0,94794.0
"Valley Electric Assn, Inc",444992.92,48695.894
"Verdigris Valley Elec Coop Inc",606423.0,55663.0
"Verendrye Electric Coop Inc",440124.0,29130.0
"Vermont Electric Cooperative, Inc.",424559.242,66104.554
"Virginia Electric & Power Co",77753628.0,6822851.242
"Virginia Tech Electric Service",329545.938,26911.14
"Volunteer Electric Coop",2117683.0,202466.0
"Wallingford Town of",582284.133,71858.454
"Warren Rural Elec Coop Corp",1642338.0,151375.0
"Watertown Municipal Utilities",346298.0,22923.0
"Wells Rural Electric Co",813924.0,32849.0
"Wellsborough Electric Co",105182.0,13109.0
"West Penn Power Company",18927873.24,1349695.49
"West River Electric Assn Inc",232629.602,22271.23
"Westar Energy Inc",9433356.0,737399.0
"Western Area Power Admn.",9594.0,101.423
"Western Massachusetts Elec Co",1782988.215,286535.857
"Westfield Electric Company",12696.0,1407.0
"Wheeling Power Co",2113138.726,113701.182
"Wisconsin Electric Power Co",25817717.0,2458482.0
"Wisconsin Power & Light Co",9858147.0,914212.0
"Wisconsin Public Service Corp",10400940.241,956366.817
"Wright-Hennepin Coop Elec Assn",847179.145,73738.221
"Yellowstone Valley Elec Co-op Inc.",236385.085,24207.74
,,
,,
,,
2010,sales (MwH),revenue ($1000)
"4-County Electric Power Assn",1002771.0,104652.0
"A & N Electric Coop",677493.033,73250.964
"AGC Division of APG Inc",4547011.0,157460.94
"Ajo Improvement Co",11813.0,1293.406
"Ak-Chin Electric Utility Auth",26476.092,2232.115
"Alabama Power Co",55973891.0,5074737.0
"Alaska Electric Light&Power Co",370842.907,34679.396
"Alaska Power and Telephone Co",64578.07,16888.182
"Alpena Power Co",328808.0,32835.0
"Amana Society Service Co",85109.0,7914.0
"Ameren Illinois Company",3941858.0,370243.0
"Anchorage Municipal Light and Power",1108780.427,116721.478
"Appalachian Electric Coop",987144.0,92927.0
"Appalachian Power Co",31978161.0,2509445.0
"Arizona Public Service Co",27709463.0,2941324.0
"Arkansas Valley Elec Coop Corp",1263660.0,97580.0
"Atlantic City Electric Co",6571142.608,1048759.202
"Avista Corp",8856390.052,684340.231
"Baltimore Gas & Electric Co",16318115.0,2304637.0
"Bear Valley Electric Service",132175.23,33805.934
"Berkeley Electric Coop Inc",1772143.0,195550.0
"Bethel Utilities Corp",39371.0,17304.0
"Black Diamond Power Co",34316.096,3658.606
"Black Hills Electric Coop, Inc",144219.746,13167.581
"Black Hills Power Inc",1650555.684,143784.813
"Black Hills/Colorado Elec.Util",1815919.5,182340.769
"Block Island Power Co",10825.0,4963.0
"Bonneville Power Admin",6791138.045,140062.049
"Bristol City of",1020426.0,81278.0
"Brookings City of",286127.0,20134.0
"Brunswick Electric Member Corp",1323784.0,153499.0
"Cap Rock Energy Corporation",555267.0,57813.0
"Carroll Electric Coop Corp",1831626.0,137975.0
"Cass County Elec Coop Inc",949135.0,80954.0
"Central Electric Coop, Inc",246000.934,19011.513
"Central Hudson Gas & Elec Corp",3242297.0,483259.0
"Central Illinois Light Co",2390553.0,217642.0
"Central Illinois Pub Serv Co",5219360.0,466109.0
"Central Maine Power Co",300.0,40.0
"Central Valley Elec Coop, Inc",681682.99,49323.014
"Central Vermont Pub Serv Corp",2201152.0,294406.0
"Chattanooga City of",6016344.0,518620.0
"Cheyenne Light Fuel & Power Co",1019093.0,88261.0
"Chugach Electric Assn Inc",1169429.0,140137.0
"Citizens Electric Co",158565.0,16354.0
"City Utilities of Springfield",3153731.52,210702.485
"City of Berea Municipal Utility",136854.0,9593.0
"City of Boulder City",149173.575,13507.745
"City of Bountiful",283857.0,24572.0
"City of Burlington-Electric",350496.0,49380.0
"City of Coffeyville",707434.576,42611.975
"City of Corona",74996.02,9880.851
"City of Detroit",502480.24,49913.801
"City of Farmington",1121093.526,77411.025
"City of Lake Crystal",17349.0,2289.0
"City of Logan",397675.0,31732.0
"City of Madison",89888.0,6983.0
"City of Pasadena",1152294.352,156997.409
"City of Springville",234524.086,22883.09
"City of St George",595148.853,46882.999
"City of Volga",45222.0,3259.0
"Clarksville City of",1478728.0,143608.0
"Clatskanie Peoples Util Dist",954008.368,42933.532
"Cleco Power LLC",8991892.0,936780.0
"Cleveland City of",1113669.0,93522.0
"Cleveland Electric Illum Co",6981963.067,646862.701
"Clinton City of",919235.0,78520.0
"Cloverland Electric Co-op",805015.895,77519.131
"Coast Electric Power Assn",1752677.0,188798.0
"Cobb Electric Membership Corp",4141813.0,424208.0
"Colorado River Comm of Nevada",1393653.0,62081.0
"Colorado Springs City of",4508375.396,341827.838
"Columbus Southern Power Co",20605822.513,1883614.241
"Commonwealth Edison Co",43609598.696,4957577.732
"Connecticut Light & Power Co",9793231.387,1801643.55
"Connexus Energy",1961569.512,200661.257
"Consolidated Edison Co-NY Inc",24141990.0,5546423.0
"Consolidated Water Power Co",1478776.955,79017.894
"Consumers Energy Co",33290122.0,3569103.0
"Cornhusker Public Power Dist",357468.377,27488.718
"Cuivre River Electric Coop Inc",1254546.0,100839.0
"Cumberland Elec Member Corp",2565223.0,234651.0
"Dahlberg Light & Power Co",101375.697,13102.43
"Dakota Electric Association",1872949.0,181780.0
"Dakota Valley Elec Coop Inc",506975.971,30138.141
"Dawson Power District",486336.0,43953.0
"Dayton Power & Light Co",9935666.0,1114439.0
"Decatur Utilities",1235122.0,92741.0
"Delaware Electric Cooperative",1262460.0,139466.0
"Delmarva Power",7183224.538,997178.661
"Detroit Edison Co",42831208.0,4429710.0
"Dover City of",733429.0,100647.0
"Duck River Elec Member Corp",1802209.0,167570.0
"Duke Energy Carolinas, LLC",79553460.342,5778292.412
"Duke Energy Indiana Inc",28258838.0,2120083.0
"Duke Energy Kentucky",4116602.0,313677.0
"Duke Energy Ohio Inc",9898706.0,1251897.0
"Duquesne Light Co",5702012.0,701504.0
"East Central Energy",903840.28,101519.224
"El Paso Electric Co",7434173.0,742016.0
"Electric Energy Inc",1344518.0,63892.0
"Elk Power Co",16565.666,1686.97
"Emerald People's Utility Dist",408027.461,32339.285
"Empire District Electric Co",4838771.944,433191.72
"Entergy Arkansas Inc",22003122.161,1645317.014
"Entergy Gulf States - LA LLC",19823070.369,1433983.76
"Entergy Louisiana Inc",30648319.815,2242898.545
"Entergy Mississippi Inc",13743348.895,1096482.873
"Entergy New Orleans Inc",5069417.804,475890.421
"Entergy Texas Inc.",16222499.965,1123151.759
"Eugene City of",2395304.0,168019.82
"First Electric Coop Corp",1907363.948,169442.674
"Fishers Island Utility Co Inc",5791.28,1888.97
"Fitchburg Gas & Elec Light Co",248812.0,46800.0
"Flathead Electric Coop Inc",1308055.0,86539.0
"Florence City of",1287996.602,117882.66
"Florida Power & Light Co",104556507.0,9814191.549
"Florida Public Utilities Co",745946.0,104507.0
"Fort Collins City of",1442740.278,92474.735
"Fremont City of",421115.0,24748.0
"Georgia Power Co",87160370.604,7508793.668
"Gibson Electric Members Corp",879826.0,82438.0
"Gillette City of",297401.583,23147.012
"Golden Valley Elec Assn Inc",1288167.251,217162.573
"Grand Island City of",709518.193,52886.22
"Grand River Dam Authority",770321.341,42548.248
"Granite State Electric Co",612822.257,70392.536
"Green Mountain Power Corp",1912901.0,238118.0
"Greeneville City of",1171000.0,100037.0
"Groton Dept of Utilities",483209.054,65563.442
"Gulf Power Co",11359194.0,1308728.0
"Hastings City of",461829.588,29622.378
"Hawaii Electric Light Co Inc",1109783.0,371745.0
"Hawaiian Electric Co Inc",7277228.851,1645328.267
"High Plains Power Inc",965294.15,71217.189
"High West Energy, Inc",217151.0,23850.0
"Holyoke City of",356393.0,41441.0
"Homer Electric Assn Inc",469917.838,64709.212
"Huntsville City of",5548651.0,455274.0
"Idaho Falls City of",648746.52,39353.0
"Idaho Power Co",13512503.691,868723.674
"Illinois Power Co",6800040.0,722572.0
"Imperial Irrigation District",3218271.0,417146.0
"Independence City of",1095000.815,119017.753
"Indiana Michigan Power Co",18720509.476,1280944.367
"Indianapolis Power & Light Co",14609152.566,1064558.669
"Intermountain Rural Elec Assn",2112272.0,240486.0
"Interstate Power and Light Co",15283482.0,1396475.0
"JEA",12852773.713,1354762.474
"Jackson Electric Member Corp",5210328.0,440995.0
"Jamestown Board of Public Util",108272.747,7779.623
"Jemez Mountains Elec Coop, Inc",379419.0,43075.0
"Jersey Central Power & Lt Co",14392534.656,2398757.105
"Joe Wheeler Elec Member Corp",1567029.0,134062.0
"Johnson City City of",2012161.0,186077.0
"Jones-Onslow Elec Member Corp",1171575.0,117543.0
"K C Electric Association",177344.967,19183.369
"Kansas City City of",2332253.0,166813.0
"Kansas City Power & Light Co",15466992.838,1310193.935
"Kansas Gas & Electric Co",10066554.258,749841.83
"Kauai Island Utility Cooperative",437533.319,155095.101
"Kenergy Corp",9318495.0,399472.0
"Kentucky Power Co",7348528.993,541079.465
"Kentucky Utilities Co",19935911.0,1368118.762
"Ketchikan Public Utilities",156987.441,15372.062
"Kingsport Power Co",2240060.085,151937.362
"Knoxville Utilities Board",5777313.0,495100.0
"Kodiak Electric Assn Inc",139086.0,23070.0
"Kootenai Electric Cooperative",403873.684,31001.499
"Kotzebue Electric Assn Inc",19880.0,9365.0
"Lansing City of",2190155.0,202407.0
"Lenoir City of",1671398.0,151851.0
"Lincoln Electric System",3189680.0,229833.347
"Lockhart Power Co",179392.289,14514.679
"Long Island Power Authority",19024579.0,3604166.0
"Los Alamos County",498289.888,39568.926
"Los Angeles Department of Water & Power",22939709.262,2839729.883
"Louisville Gas & Electric Co",12338236.0,874838.0
"Loup River Public Power Dist",1280292.26,72345.0
"Lower Valley Energy Inc",707295.0,38856.0
"Madison Gas & Electric Co",3331795.0,367927.0
"Massachusetts Electric Co",11485674.96,1583912.89
"Matanuska Electric Assn Inc",691199.0,89167.0
"Maui Electric Co Ltd",1191558.85,343561.355
"McKenzie Electric Coop Inc",426051.567,28941.124
"McLean Electric Coop, Inc",106643.0,8051.0
"Memphis City of",14750037.0,1265637.0
"Metropolitan Edison Co",13585688.149,1437184.575
"MidAmerican Energy Co",21709561.177,1303400.381
"Middle Tennessee E M C",5555127.0,499749.0
"Midwest Electric Member Corp",196451.447,22147.436
"Midwest Energy Inc",1366402.19,120383.006
"Minnesota Power Inc",8720910.348,542858.803
"Mississippi County Electric Co",3089261.59,123610.842
"Mississippi Power Co",9723231.0,797910.0
"Missoula Electric Coop, Inc",211500.583,17964.904
"Modesto Irrigation District",2429456.238,307686.118
"Mohave Electric Cooperative, I",656492.3,68596.4
"Monongahela Power Co",10676292.679,846463.355
"Montana-Dakota Utilities Co",2785711.0,197220.0
"Moon Lake Electric Assn Inc",929794.0,60569.0
"Morenci Water and Electric",1480220.695,74043.574
"Mountrail-Williams Elec Coop",512054.276,38678.099
"Mt Carmel Public Utility Co",101020.0,12254.0
"Mt Wheeler Power, Inc",495733.678,31077.275
"NSTAR Electric Company",9208829.0,1462549.0
"Nantucket Electric Co",123972.785,19236.113
"Nashville Electric Service",12413126.0,1140704.0
"Navajo Tribal Utility Authorit",643732.0,63258.0
"Nebraska Public Power District",3247611.0,238661.2
"Nevada Power Co",20873333.0,2208980.0
"New Hampshire Elec Coop Inc",657102.0,120150.0
"New York State Elec & Gas Corp",7507873.315,789260.1
"Newark City of",417059.0,58732.0
"Niagara Mohawk Power Corp.",14907226.6,2239277.5
"Nodak Electric Coop Inc",856265.0,59018.0
"Norris Public Power District",652840.0,48141.0
"North Central Elec Coop, Inc",222955.288,17186.225
"North Central Power Co Inc",32303.674,4615.82
"NorthWestern Energy",1494113.0,110304.0
"NorthWestern Energy LLC",5751630.382,539445.68
"Northeast Oklahoma Electric Co",647428.0,59296.0
"Northern Electric Coop, Inc",291797.599,19942.526
"Northern Indiana Pub Serv Co",16190907.0,1292870.0
"Northern Plains Electric Coop",387928.0,27486.0
"Northern States Power Co",6317743.0,554183.0
"Northern States Power Co - Minnesota",35868470.0,2998365.0
"Northwestern Wisconsin Elec Co",166995.928,19734.294
"Ohio Edison Co",9928843.48,977707.441
"Ohio Power Co",26197991.048,1873378.304
"Ohio Valley Electric Corp",249139.0,11206.0
"Oklahoma Electric Coop Inc",1091982.0,106883.0
"Oklahoma Gas & Electric Co",26166861.0,1991879.0
"Omaha Public Power District",10825093.0,785547.0
"Omya Inc",196155.197,16346.773
"Orange & Rockland Utils Inc",2166862.0,347168.0
"Otter Tail Power Co",4262746.0,301622.0
"PECO Energy Co",39236575.642,4549007.829
"PPL Electric Utilities Corp",15906129.0,2003594.0
"PUD No 1 of Clark County",4350531.0,328586.0
"PUD No 1 of Cowlitz County",4711691.0,178388.0
"PacifiCorp",53015533.893,3559268.003
"Pacific Gas & Electric Co",78020173.001,11702493.0
"Palmetto Electric Coop Inc",1534839.0,160209.0
"Pascoag Utility District",53583.0,7755.0
"Pennsylvania Electric Co",13601008.628,1162044.769
"Pennsylvania Power Co",2040370.911,231523.465
"Pennyrile Rural Electric Coop",1209544.0,114449.0
"Pierre City of",187188.779,13424.203
"Pike County Light & Power Co",29281.0,3557.0
"Pioneer Power and Light Co",17063.0,2187.0
"Portland General Electric Co",17683064.509,1559114.833
"Potomac Electric Power Co",10698964.545,1570734.18
"Poudre Valley R  E  A, Inc",1095258.0,94207.0
"Powder River Energy Corp",3036494.0,171502.0
"Progress Energy Carolinas Inc",45531429.59,4044198.039
"Progress Energy Florida Inc",38925066.0,4669638.0
"Provo City Corp",767384.0,50529.0
"Public Service Co of Colorado",28298643.0,2614388.0
"Public Service Co of NH",5451908.442,859497.393
"Public Service Co of NM",9092828.0,818195.0
"Public Service Co of Oklahoma",17916962.0,1156065.0
"Public Service Elec & Gas Co",26603560.0,3978652.0
"Public Works Comm-City of Fayetteville",2213873.0,178727.0
"Puget Sound Energy Inc",21026427.0,2037239.0
"Raft Rural Elec Coop Inc",269262.0,15038.1
"Rappahannock Electric Coop",3600003.0,345249.0
"Reading Town of",706495.0,83190.0
"Rochester Gas & Electric Corp",3034370.0,359299.0
"Rochester Public Utilities",1250486.89,125650.52
"Rockland Electric Co",1302092.0,218653.0
"Roosevelt County Elec Coop Inc",179614.0,14826.0
"Rosebud Electric Coop Inc",86047.0,7015.0
"Roughrider Electric Cooperativ",483035.198,31709.923
"Rutherford Elec Member Corp",1258796.0,120940.0
"Sacramento Municipal Util Dist",10284810.201,1183837.403
"Salmon River Electric Coop Inc",272325.0,12415.0
"Salt River Project",26097780.0,2416903.0
"San Antonio City of",20365853.0,1663630.0
"San Diego Gas & Electric Co",16282564.734,2626771.219
"San Francisco City & County of",960859.73,81132.3
"San Luis Valley R E C, Inc",216578.0,28522.0
"Seattle City of",9405246.252,614955.774
"Sharyland Utilities LP",562012.0,48238.0
"Shenandoah Valley Elec Coop",1787632.717,165817.707
"Sierra Pacific Power Co",8097210.0,819190.0
"Singing River Elec Pwr Assn",1507678.545,154887.497
"Sioux Valley SW Elec Coop",649977.551,50584.457
"Snohomish County PUD No 1",6727770.0,507892.0
"South Carolina Electric&Gas Co",22921978.0,2196884.0
"South Carolina Pub Serv Auth",10942972.235,730421.268
"South Kentucky Rural E C C",1328054.475,120429.246
"Southeastern Electric Coop Inc",520163.098,38065.232
"Southern California Edison Co",75141427.0,10936813.0
"Southern Indiana Gas & Elec Co",5616867.193,539344.935
"Southern Pine Elec Power Assn",2128180.299,209350.608
"Southern Public Power District",972099.634,75287.088
"Southwest Tennessee E M C",1070194.0,106480.0
"Southwestern Electric Power Co",17813088.0,1167193.0
"Southwestern Public Service Co",18575432.0,1072578.0
"Strawberry Electric Serv Dist",47086.146,5004.474
"Superior Water and Light Co",667714.172,50756.615
"Surprise Valley Electrificatio",123635.869,8165.804
"TDX North Slope Generating Co",51712.0,7274.0
"Tacoma City of",4717356.108,264260.965
"Tampa Electric Co",19213462.584,2148864.787
"Tennessee Valley Authority",31773981.0,1479236.0
"The Narragansett Electric Co",5310789.751,779467.452
"The Potomac Edison Company",9081537.582,888763.904
"The Toledo Edison Co",3537132.245,297938.58
"Total EPM",7509682745.0,737836266.0
"Town of Madison (ME)",27037.975,3911.972
"Trico Electric Cooperative Inc",619339.0,90658.0
"Tucson Electric Power Co",9291784.0,830427.0
"Tupelo City of",698164.0,56141.0
"Turlock Irrigation District",1906665.0,232645.0
"UGI Utilities, Inc",806876.0,106536.0
"UNS Electric, Inc",1857161.0,174317.0
"USBIA-Mission Valley Power",343052.0,19845.0
"Union Electric Co",38427457.0,2610548.0
"Union Power Co",13506.132,1403.371
"United Illuminating Co",2085144.0,450600.0
"United Power, Inc",1287253.018,133885.571
"Unitil Energy Systems",838613.0,119139.0
"Upper Cumberland E M C",1044325.0,102169.0
"Upper Peninsula Power Co",798050.0,97956.0
"UtiliCorp United, Inc",8339053.859,695646.562
"Valley Electric Assn, Inc",436602.661,50704.911
"Verdigris Valley Elec Coop Inc",655463.0,58480.0
"Verendrye Electric Coop Inc",459885.0,32375.0
"Vermont Electric Cooperative, Inc",428126.762,68071.833
"Virginia Electric & Power Co",81226152.0,6792906.786
"Virginia Tech Electric Service",341171.68,29094.936
"Volunteer Electric Coop",2349747.0,219712.0
"Wallingford Town of",602010.284,78264.241
"Warren Rural Elec Coop Corp",1813534.0,162893.0
"Watertown Municipal Utilities",366926.0,23142.0
"Wells Rural Electric Co",793831.0,34364.0
"Wellsborough Electric Co",115039.0,12492.0
"West Penn Power Company",19289453.359,1535735.926
"West River Electric Assn Inc",236412.39,23436.089
"Westar Energy Inc",9966040.192,809981.981
"Western Area Power Admn.",11390.0,190.128
"Western Massachusetts Elec Co",1844720.734,264665.561
"Westfield Electric Company",12962.0,1699.0
"Wheeling Power Co",2304081.656,138279.133
"Wisconsin Electric Power Co",27366401.0,2735505.0
"Wisconsin Power & Light Co",10130315.0,1007812.0
"Wisconsin Public Service Corp",10794908.652,960365.281
"Wright-Hennepin Coop Elec Assn",882882.324,78157.07
"Yellowstone Valley Elec Co-op",232444.418,27148.907
,,
,,
,,
2011,sales (MwH),revenue ($1000)
"4-County Electric Power Assn",989402.0,109716.0
"4334",78602.0,7989.0
"A & N Electric Coop",667823.569,72193.461
"AGC Division of APG Inc",4544697.0,174991.328
"Ajo Improvement Co",12600.0,1293.44
"Ak-Chin Electric Utility Auth",28935.0,2434.706
"Alabama Power Co",54703834.0,4971648.0
"Alaska Electric Light&Power Co",364710.143,38532.103
"Alaska Power and Telephone Co",65914.274,19062.313
"Alpena Power Co",322283.0,33223.0
"Amana Society Service Co",78936.0,7800.0
"Ameren Illinois Company",17484620.0,1657451.138
"Anchorage Municipal Light and Power",1111642.619,116615.841
"Appalachian Electric Coop",937485.0,97168.0
"Appalachian Power Co",30565225.0,2345892.0
"Arizona Public Service Co",28210326.0,2994001.0
"Arkansas Valley Elec Coop Corp",1284230.0,101902.0
"Atlantic City Electric Co",5511419.017,848946.665
"Avista Corp",9035133.356,735511.97
"Baltimore Gas & Electric Co",13295303.0,1761397.0
"Bear Valley Electric Service",136529.673,36970.719
"Berkeley Electric Coop Inc",1810909.0,192545.0
"Bethel Utilities Corp",38764.0,19370.0
"Black Diamond Power Co",57658.662,6917.952
"Black Hills Electric Coop, Inc",148389.398,15145.477
"Black Hills Power Inc",1708319.843,154953.641
"Black Hills/Colorado Elec.Util",1862228.41,209656.312
"Block Island Power Co",10474.0,5799.0
"Bonneville Power Admin",7521265.648,143840.736
"Brunswick Electric Member Corp",1294294.0,150285.0
"Carroll Electric Coop Corp - (AR)",1820655.0,144468.0
"Cass County Elec Coop Inc",941885.0,84664.0
"Central Electric Coop, Inc - (SD)",288976.095,22478.71
"Central Hudson Gas & Elec Corp",3090249.0,447391.0
"Central Maine Power Co",302.346,38.676
"Central Valley Elec Coop, Inc",710234.948,55503.078
"Central Vermont Pub Serv Corp",2251589.0,316013.0
"Cheyenne Light Fuel & Power Co",1049123.59,90446.732
"Chugach Electric Assn Inc",1165788.0,151331.0
"Citizens Electric Co - (PA)",164678.0,17075.0
"City & County of San Francisco",966736.572,81736.516
"City Utilities of Springfield - (MO)",3078887.547,229831.621
"City of Berea Municipal Utility",129923.723,9483.637
"City of Boulder City",146581.311,13326.076
"City of Bountiful",284717.0,25852.0
"City of Bristol - (TN)",977976.0,88399.0
"City of Brookings - (SD)",289680.0,21165.0
"City of Burlington Electric - (VT)",344934.0,48475.0
"City of Chattanooga - (TN)",5595329.0,529982.0
"City of Clarksville - (TN)",1435400.0,149524.0
"City of Cleveland - (TN)",1068463.0,96055.0
"City of Clinton - (TN)",897597.0,83879.0
"City of Coffeyville",731365.453,45884.785
"City of Colorado Springs - (CO)",4545889.184,390253.281
"City of Corona",73377.202,9951.124
"City of Detroit",496656.14,48758.8
"City of Dover - (DE)",659616.0,86965.0
"City of Eugene - (OR)",2406095.0,170794.0
"City of Farmington",1136893.671,79007.934
"City of Florence - (AL)",1231623.823,120197.122
"City of Fort Collins - (CO)",1446604.474,99208.831
"City of Fremont - (NE)",416509.0,26280.916
"City of Gillette - (WY)",310011.941,24196.844
"City of Grand Island",721282.47,54427.695
"City of Greeneville - (TN)",1149048.0,103009.0
"City of Hastings - (NE)",465401.295,29786.947
"City of Holyoke - (MA)",355999.0,41778.0
"City of Huntsville - (AL)",5252591.0,470603.0
"City of Idaho Falls - (ID)",654503.0,39676.0
"City of Independence - (MO)",1077818.023,129562.542
"City of Kansas City - (KS)",2227115.0,184518.0
"City of Lake Crystal - (MN)",16969.0,2428.592
"City of Lansing - (MI)",2200522.0,227475.0
"City of Lenoir - (TN)",1597181.0,154890.0
"City of Logan - (UT)",403673.0,34023.0
"City of Madison - (SD)",95061.0,7894.0
"City of Memphis - (TN)",14276080.861,1294065.41
"City of Newark - (DE)",403316.0,57726.0
"City of Pasadena - (CA)",1140268.946,159671.545
"City of Pierre - (SD)",187752.9,13847.965
"City of San Antonio - (TX)",21577953.0,1798374.0
"City of Seattle - (WA)",9572281.548,653408.427
"City of Springville",233013.187,22903.077
"City of St George",591505.079,47663.097
"City of Tacoma  - (WA)",4839955.206,278775.344
"City of Tupelo - (MS)",671266.0,58071.0
"City of Volga",46715.0,3604.0
"Clatskanie Peoples Util Dist",970782.895,42433.882
"Cleco Power LLC",9027897.0,942656.0
"Cleveland Electric Illum Co",3337566.211,345798.204
"Cloverland Electric Co-op",802995.948,81659.345
"Coast Electric Power Assn",1713790.0,182817.0
"Cobb Electric Membership Corp",3986777.0,425943.0
"Colorado River Comm of Nevada",1469982.0,58557.0
"Columbus Southern Power Co",17548276.904,1641500.949
"Commonwealth Edison Co",39823894.763,4684269.902
"Connecticut Light & Power Co",7167383.23,1207497.084
"Connexus Energy",1968699.078,206666.064
"Consolidated Edison Co-NY Inc",22621807.0,5237578.0
"Consolidated Water Power Co",1094654.312,62114.451
"Consumers Energy Co",33602989.0,3697847.0
"Cornhusker Public Power Dist",342057.757,28696.283
"Cuivre River Electric Coop Inc",1264152.0,101916.0
"Cumberland Elec Member Corp",2410973.0,237697.0
"Dahlberg Light & Power Co",102511.984,12884.141
"Dakota Electric Association",1868519.0,188592.0
"Dakota Valley Elec Coop Inc",551120.647,34586.831
"Dawson Power District",506362.0,48633.0
"Dayton Power & Light Co",7388005.0,922949.0
"Decatur Utilities",1225394.0,96279.0
"Delaware Electric Cooperative",1252610.0,137345.0
"Delmarva Power",6812801.679,896542.676
"Detroit Edison Co",42760214.605,4642873.552
"Duck River Elec Member Corp",1714054.0,174322.0
"Duke Energy Carolinas, LLC",76216475.329,5597529.609
"Duke Energy Indiana Inc",27810377.535,2228812.339
"Duke Energy Kentucky",4022677.838,312462.496
"Duke Energy Ohio Inc",6646585.951,816894.264
"Duquesne Light Co",4735211.0,625932.0
"East Central Energy",917121.719,103115.962
"El Paso Electric Co",7628582.0,784755.0
"Electric Energy Inc",1328546.0,56704.0
"Emerald People's Utility Dist",420833.565,33936.102
"Empire District Electric Co",4756234.702,475275.429
"Entergy Arkansas Inc",21583575.27,1630866.432
"Entergy Gulf States - LA LLC",19884898.684,1404683.594
"Entergy Louisiana Inc",31743953.658,2281588.271
"Entergy Mississippi Inc",13574104.708,1074457.566
"Entergy New Orleans Inc",5119831.989,419457.992
"Entergy Texas Inc.",16862897.216,1283502.453
"First Electric Coop Corp",1876126.971,169775.165
"Fishers Island Utility Co Inc",5628.575,1789.94
"Fitchburg Gas & Elec Light Co",246533.07,45666.38
"Flathead Electric Coop Inc",1346167.0,91349.0
"Florida Power & Light Co",103327438.0,10230352.0
"Florida Public Utilities Co",693356.0,94804.0
"Georgia Power Co",84299771.542,8098561.343
"Gibson Electric Members Corp",838227.0,83001.0
"Golden Valley Elec Assn Inc",1289926.815,241657.201
"Grand River Dam Authority",939237.168,50242.043
"Granite State Electric Co",600762.406,73134.442
"Green Mountain Power Corp",1891496.89,243228.93
"Groton Dept of Utilities",482441.172,61298.768
"Gulf Power Co",11040285.0,1208489.0
"Hawaii Electric Light Co Inc",1103570.0,443187.0
"Hawaiian Electric Co Inc",7242310.558,2103859.336
"High Plains Power Inc",1006081.866,73721.087
"High West Energy, Inc",227974.06,25488.21
"Hinson Power Company LLC",8760.0,503.379
"Homer Electric Assn Inc",474668.76,76207.905
"Idaho Power Co",13734429.546,834544.66
"Imperial Irrigation District",3289810.0,410934.0
"Indiana Michigan Power Co",18638372.63,1292786.615
"Indianapolis Power & Light Co",14229013.182,1106271.303
"Intermountain Rural Elec Assn",2149728.828,245409.25
"Interstate Power and Light Co",15339960.0,1338254.0
"JEA",12175626.763,1368877.148
"Jackson Electric Member Corp - (GA)",5071530.0,447987.0
"Jamestown Board of Public Util",470607.902,34854.789
"Jemez Mountains Elec Coop, Inc",390591.0,43831.0
"Jersey Central Power & Lt Co",12040621.928,1874978.137
"Joe Wheeler Elec Member Corp",1508089.0,138681.0
"Johnson City - (TN)",1960165.0,193703.0
"Jones-Onslow Elec Member Corp",1141814.0,121104.0
"K C Electric Association",203308.0,21060.0
"KCP&L Greater Missouri Operations Co.",8194745.947,724548.149
"Kansas City Power & Light Co",15209610.8,1382396.977
"Kansas Gas & Electric Co",10149304.358,801895.242
"Kauai Island Utility Cooperative",434745.062,182411.352
"Kenergy Corp",9396783.0,424020.0
"Kentucky Power Co",6983162.838,559169.089
"Kentucky Utilities Co",19256436.0,1380636.504
"Ketchikan Public Utilities",149410.277,14533.725
"Kingsport Power Co",2136979.576,147776.747
"Knoxville Utilities Board",5564657.0,513104.0
"Kodiak Electric Assn Inc",141970.0,25453.0
